"item_id","item_name","description","tooltip_desc","image1","image2","price","category_id","cat_also","cat_third","char_class","special","game_name","game_stack","game_color","game_type","spawn_text","rank","sold","date_created"
"251","Name Change Token","Need a new identity ASAP? You've come to the right place. If you need to escape a crazy ex or want to blend in with your pvp team a name change token will provide you with everything. ","A redeemable token in ultima online","token.gif","token.gif","9.99","10","0","0",,"0",,"0","1",,NULL,"18","0","2018-03-13"
"252","Race Change Token","This uo token is good for 1 race change. Need to change your characters race in ultima online? There are current 3 different races you choose from. 

Race Types:
Human
Elf
Gargoyle","A redeemable token in ultima online to change your race between Human, Elf, and Gargoyle.","token.gif","token.gif","9.99","10","0","0",,"0",,"0","1",,NULL,"20","0","2018-03-13"
"253","Arcane Shield","The UO Arcane Shield is a rare drop that comes from killing the monsters over the ferry in doom. Ultima Online's arcane shield will still serve great use in today's world because of the faster casting stat. This is a great shield for PVP mage still used today. Buy this starting shield if you are new just trying to get your foot in the door.

Artifact Rarity 11
Spell Channeling
Night Sight
Defense Chance Increase 15%
Faster Casting 1
Energy Resist 1%","Artifact Rarity 11
Spell Channeling
Night Sight
Defense Chance Increase 15%
Faster Casting 1
Energy Resist 1%","arcaneshield.png","arcaneshield.png","5.99","15","27","0","mage","0",,"0","1",,"Doom Gauntlet can randomly drop this item from mini-boss rooms and the Dark Father.","2","0","2018-03-18"
"254","Armor of Fortune","Armor of fortune is a rare artifact that is still a great artifact even with all the new doom upgraded drops and recipes.  Part of every top luck suit, 200 luck in chest slot is the most used.   This chest piece is the only way to get 200 luck for that slot. To get yourself a brand new Armor of Fortune is to hope for a drop in by far the hardest dungeon in Ultima Online Doom. To be exact its a one out of one-thousand drop rate. If that sounds like to much you can just ring into our live chat and buy a Armor of Fortune, get your lucky gear for an unbeatable price.

Artifact Rarity 11 
Luck 200 
Defense Chance Increase 15% 
Lower Reagent Cost 40% 
Physical Resist 2% 
Fire Resist 4% 
Cold Resist 3% 
Poison Resist 3% 
Energy Resist 4%","Artifact Rarity 11 
Luck 200 
Defense Chance Increase 15% 
Lower Reagent Cost 40% 
Physical Resist 2% 
Fire Resist 4% 
Cold Resist 3% 
Poison Resist 3% 
Energy Resist 4%","armoroffortune.png","armoroffortune.png","17.99","15","16","35","mage, tamer","0","armor of fortune","0","1",,"Doom Gauntlet","2","0","2018-03-18"
"265","Gauntlets of Nobility","Needed along with a recipe to craft Feudal Grips.  These gloves are highly desired right now because they are used in a recipe to create gloves of feudal grip. You can buy Ultima Online Gauntlets of Nobility or farm them in doom at the dark father.

Artifact Rarity 11
Strength Bonus 8
Luck 100
Damage Increase 20%
Physical Resist 18%
Fire Resist 3%
Cold Resist 1%
Poison Resist 20%
Energy Resist 3%","Artifact Rarity 11
Strength Bonus 8
Luck 100
Damage Increase 20%
Physical Resist 18%
Fire Resist 3%
Cold Resist 1%
Poison Resist 20%
Energy Resist 3%","gauntlets.png","gauntlets.png","10.99","15","38","0",,"0",,"0","1",,,"12","0","2018-03-18"
"266","Hat of the Magi","The UO Hat of the Magi was one of the most used pieces for a mage suit. The newest mage helm from doom is the scholar's halo which is going for almost 200 mil in game.
Artifact Rarity 11
Intelligence Bonus 8
Mana Regeneration 4
Spell Damage increase 10%
Fire Resist 5%
Cold Resist 9%
Poison Resist 20%
Energy Resist 20%","Artifact Rarity 11
Intelligence Bonus 8
Mana Regeneration 4
Spell Damage increase 10%
Fire Resist 5%
Cold Resist 9%
Poison Resist 20%
Energy Resist 20%","hatofthemagi.png","hatofthemagi.png","1.99","15","32","0","mage","0",,"0","1",,"Older but still spawning artifact found at the Gauntlet in Doom Dungeon.","13","0","2018-03-18"
"269","Hunters Headdress","Great for archers, this Ultima Online Hunters Headdress is the best headpiece to capture the extra 20 skill points.  Many archers find it necessary to work some +skill bonus into their jewelry and then combine with the headdress to be able to add an extra skill to their template. The Ultima Online Hunter Headdress is one of the best armor artifacts on the market with some great stats. 

Archery +20
Artifact Rarity 11
Dexterity Increase 8
Night Sight
Hit Chance Increase 15%
Physical Resist 2%
Fire Resist 6%
Cold Resist 23%
Poison Resist 1%
Energy Resist 7%","Archery +20
Artifact Rarity 11
Dexterity Increase 8
Night Sight
Hit Chance Increase 15%
Physical Resist 2%
Fire Resist 6%
Cold Resist 23%
Poison Resist 1%
Energy Resist 7%","huntersheaddress.png","huntersheaddress.png","7.99","15","32","0","ranged","0",,"0","1",,,"16","0","2018-03-18"
"270","Inquisitor's Resolution","Still highly sought after glove slot piece.   Great way to include 3 Fast Cast Recovery into your suit without the need of jewelry.  One of the very few armor artifacts in UO that offer casting mods. Drops in doom by the dark father and other room bosses.

Artifact Rarity 10
Faster Cast Recovery 3
Lower Mana Cost 8%
Physical Resist 5%
Fire Resist 3%
Cold Resist 22%
Poison Resist 3%
Energy Resist 17%","Artifact Rarity 10
Faster Cast Recovery 3
Lower Mana Cost 8%
Physical Resist 5%
Fire Resist 3%
Cold Resist 22%
Poison Resist 3%
Energy Resist 17%","inquis.png","inquis.png","2.99","15","38","0","mage","0",,"0","1",,,"17","0","2018-03-18"
"273","Leggings of Bane","Ultima Online Leggings of bane are chainmail leggings found only in the doom dungeon, add this Doom artifact to your cart now at UOking. Farming Leggings of bane yourself would take quite a long time because of how low the drop rate is.  Used with a recipe to craft the new doom artifact called britches of warding. These are from doom as a old drop off the dark father and his minions.  With a new recipe you can mold these into new pants.  
You can also get this item at UOKing at a low price with quick delivery at any convient time.

Durability 100%
Artifact Rarity 11
Stamina Increase 8
Hit Chance Increase 20%
Physical Resist 4%
Fire Resist 4%
Cold Resist 4%
Poison Resist 36%
Energy Resist 2%","Durability 100%
Artifact Rarity 11
Stamina Increase 8
Hit Chance Increase 20%
Physical Resist 4%
Fire Resist 4%
Cold Resist 4%
Poison Resist 36%
Energy Resist 2%","leggingsofbane.png","leggingsofbane.png","4.99","15","36","0",,"0",,"0","1",,,"20","0","2018-03-18"
"274","Midnight Bracers","Used with recipe to craft the new cuffs of the archmage. 

Necromancy +20
Spell Damage Increase 10%
Physical Resist 23%
Fire Resist 3%
Cold Resist 4%
Poison Resist 2%
Energy Resist 4%
Mage Armor
Strength Requirement 55","Necromancy +20
Spell Damage Increase 10%
Physical Resist 23%
Fire Resist 3%
Cold Resist 4%
Poison Resist 2%
Energy Resist 4%
Mage Armor
Strength Requirement 55","midnightbracers.png","midnightbracers.png","6.99","15","40","0",,"0",,"0","1",,"Doom Gauntlet","21","0","2018-03-18"
"275","Ornament of the Magician","The only bracelet in game with 2/3 casting. 
If your not feeling the one out of one-thousand drop from Doom Dungeon we get it here at UOKing. Our team is ready to take your order for the Ornament of the Magician any minute with speedy delivery.


Artifact Rarity 11
Faster Cast Recovery 3
Faster Casting 2
Lower Mana Cost 10%
Lower Reagent Cost 20%
Energy Resist 15%","Artifact Rarity 11
Faster Cast Recovery 3
Faster Casting 2
Lower Mana Cost 10%
Lower Reagent Cost 20%
Energy Resist 15%","ornament.png","ornament.png","1.99","15","23","0","mage","0",,"0","1",,,"22","0","2018-03-18"
"280","Shadow Dancer Leggings","People are using these leggings on their thieves because of the skill bonuses.  

Stealth +20
Stealing +20
Artifact Rarity 11
Physical Resist 17%
Fire Resist 4%
Cold Resist 3%
Poison Resist 18%
Energy Resist 18%","Stealth +20
Stealing +20
Artifact Rarity 11
Physical Resist 17%
Fire Resist 4%
Cold Resist 3%
Poison Resist 18%
Energy Resist 18%","shadowdancerleggings.png","shadowdancerleggings.png","1.49","15","36","0",,"0",,"0","1",,,"26","0","2018-03-18"
"281","Spirit of the Totem","Still a very commonly used suit piece in UO.  15 HCI and 20 STR is hard to find.

Artifact Rarity 11
Strength Bonus 20
Reflect Physical Damage 15%
Hit Chance Increase 15%
Physical Resist 20%
Fire Resist 3%
Cold Resist 8%
Poison Resist 4%
Energy Resist 4%","Artifact Rarity 11
Strength Bonus 20
Reflect Physical Damage 15%
Hit Chance Increase 15%
Physical Resist 20%
Fire Resist 3%
Cold Resist 8%
Poison Resist 4%
Energy Resist 4%","spiritofthetotem.png","spiritofthetotem.png","5.49","15","32","0","melee, ranged","0",,"0","1",,"Rare drop in the Doom Gauntlet. ","28","0","2018-03-18"
"282","Staff of the Magi","The Ultima Online staff of the magi is an old school artifact drop that is found in Doom but remains popular because of the spell channeling effects.  The Ultima Online staff of the magi can be found on many mages still to this day.  Mainly used for looks and keeping 120 magery while having the defense skill from mage weapon. Get your Staff of the Magi today from UOking, just add to your cart and contact us for a speedy delivery! 

Artifact Rarity 11
Mage Weapon -0 Skill
Spell Channeling
Faster Casting 1
Damage increase 50%
Energy Damage 100%
Weapon Damage 13-16
Weapon Speed 39","Artifact Rarity 11
Mage Weapon -0 Skill
Spell Channeling
Faster Casting 1
Damage increase 50%
Energy Damage 100%
Weapon Damage 13-16
Weapon Speed 39","staffofthemagi.png","staffofthemagi.png","0.99","15","22","0","mage, tamer","0",,"0","1",,"Doom Gauntlet.","29","0","2018-03-18"
"288","Cuffs Of The Archmage","The cuffs of the archmage is an artifact for mages that want as much spell damage increase as possible.  These cuffs are an upgrade of the Midnight Bracers, with a recipe from doom. This is a top piece to buy for building max SDI suit and essential for a PVP mage in Ultima Online. The key features of this item are the 15 skill points toward resist, the amazing 20 spell damage and high resists. Doom crafted artifacts change into gargoyle equivalents by visiting Vrulkax the Exalted Artificer at the Crafting Plaza in the Royal City. 

Weight: 2
Resisting Spells +15
Mana Increase 5
Mana Regeneration 4
Spell Damage Increase 20%
Physical Resist +15
Fire Resist +15
Cold Resist +15
Poison Resist +15
Energy Resist +15
Mage Armor 
Strength Requirement 55
Durability 255 / 255","Weight: 2
Resisting Spells 15
Mana Increase 5
Mana Regeneration 4
Spell Damage Increase 20%
Physical Resist +15
Fire Resist +15
Cold Resist +15
Poison Resist +15
Energy Resist +15
Mage Armor 
Strength Requirement 55
Durability 255 / 255","midnightbracers.png","midnightbracers.png","8.99","15","40","0","mage","0",,"0","1",,"Doom Gauntlet new artifact drop.","1","0","2018-04-04"
"289","Tangle","The tangle is a great waist slot item for any caster and is worn by almost every mage in Ultima Online.  These are incredibly hard drop rates and require lots of boring hours at a giant spider.  The spider also has a long respawn rate. Grab one for insanely cheap prices from UO king! This apron is a really good piece to have because it doesn't take up your armor slots because it is a clothing piece. It is named ""tangle"" in ultima online and comes with 3 mage-like stats: Intelligence, Mana Regeneration, and Defense Chance Increase. Your UO character can have this Tangle apron today but just adding it to the cart and contacting us through live chat, its simple and easy!

Weight: 2
Intelligence Bonus 10
Mana Regeneration 2
Defense Chance Increase 5%
Strength Requirement 10","Weight: 2
Intelligence Bonus 10
Mana Regeneration 2
Defense Chance Increase 5%
Strength Requirement 10","tangle.png","tangle.png","4.99","15","54","0","mage, tamer","0",,"0","1",,"Falls every once in awhile at Navery Nighteye's. ","1","0","2018-03-18"
"290","Crimson Cincture","The Crimson cincture is an apron artifact that many players are still on the lookout for today because of how powerful it is. It is an elaborate item that is meant to be worn in the belt slot of a character and can help get to max hit points. This UO crimson cincture is still the most used Dexer apron in-game. Every character should inspire to get this item or a similar apron.  Goes over robes in waist slot.  Ultima online artifacts like this one drop extremely rarely from peerless bosses.  You could spend a long time trying to farm one or trade with a player for UO gold.  Those are the only obtainable ways other than buying for cash from us! Ultima Online's crimson cincture was recently given a slight boost in drop rate but players may argue that it's not very noticeable. 

Weight: 2
Dexterity Bonus 5
Hit Point Increase 10
Hit Point Regeneration 2
Strength Requirement 10","Weight: 2
Dexterity Bonus 5
Hit Point Increase 10
Hit Point Regeneration 2
Strength Requirement 10","crimson.png","crimson.png","5.99","15","54","0","melee, ranged","0",,"0","1",,"This spawns as a rare drop on peerless bosses. It will not appear in your backpack, the item must be looted off the corpse after spawning. ","1","0","2018-03-20"
"291","Animated Legs Of The Insane Tinker","The animated legs of the insane tinker is an item from Ultima Online that is regarded as one of the nicest leg pieces for a warrior. UO Animated Legs Of The Insane Tinker drops in the abyss rarely which is why it goes for so much money. Perfect legs for a Sampire or Dexer who wants the special stats of SSI and Damage. Most warriors will choose between these and britches of warding.  This is one of the older artifacts but is still very widely used.  This leg slot armor is an amazing piece because of the swing speed and damage increase.  Ultima Online's Animated Legs Of The Insane Tinker are still a viable piece of armor that players use in top tier suit building. These platemail legs are difficult to come by because of how rare the drop from  the wyvern is.

Weight: 7
Dexterity Bonus 5
Stamina Regeneration 2
Swing Speed Increase 10%
Damage Increase 10%
Physical Resist +17
Fire Resist +15
Cold Resist +7
Poison Resist +15
Energy Resist +2
Lower Requirements 50%
Strength Requirement 45
Durability 255 / 255
Requires The Stygian Abyss Expansion ","Weight: 7
Dexterity Bonus 5
Stamina Regeneration 2
Swing Speed Increase 10%
Damage Increase 10%
Physical Resist +17
Fire Resist +15
Cold Resist +7
Poison Resist +15
Energy Resist +2
Lower Requirements 50%
Strength Requirement 45
Durability 255 / 255
Requires The Stygian Abyss Expansion ","tinkerleggings.png","tinkerleggings.png","22.99","15","36","0","melee, ranged","0",,"0","1",,"The Animated Legs of the Insane Tinker are a rare artifact found in Ultima Onlines Stygian Abyss expansion. These leggings are obtained by defeating the boss Stygian Dragon in the Stygian Abyss dungeon. ","1","0","2018-04-04"
"292","Feudal Grips","The Gloves of Feudal Grip is an item only obtained in the Ultima Online game and is known as the best gloves for reaching 100% damage increase.  These are the upgraded Gauntlets from the doom dungeon and are the top glove artifact for Sampires or Dexers. These are the best gloves if your goal is to reach 100% damage increase without needing it on the weapon. 

Weight: 2 Stones
Strength 8
Stamina 8
Hit Point Regeneration 3
Mana Regeneration 3
Damage Increase 30%
Physical Resist +15%
Fire Resist 15%
Cold Resist 15%
Poison Resist 15%
Energy Resist 15%
Strength Requirement 75
Durability 255 / 255","Weight: 2 Stones
Strength 8
Stamina 8
Hit Point Regeneration 3
Mana Regeneration 3
Damage Increase 30%
Physical Resist +15%
Fire Resist 15%
Cold Resist 15%
Poison Resist 15%
Energy Resist 15%
Strength Requirement 75
Durability 255 / 255","FeudalGrips.PNG","FeudalGrips.PNG","8.99","15","38","0","melee, ranged","0",,"0","1",,"Grips drop as one of the new Doom Gauntlet artifacts. ","1","0","2018-03-20"
"293","Hooded Robe Bearing the Crest","The hooded robe bearing the crest of blackthorn is an Ultima Online item that looks completely different but carries the matching stats of an existing artifact. The item with the same stats is the conjurer's garb (with luck).  However, using this instead of the other changes your appearance dramatically This reskinned artifact can bring the look you need with just a ring to our delivery team. Check shard availability and our team will be quick to answer. Hooded robe bearing the crest is an artifact that can only be found in the basement level of Blackthorns castle dungeon, farming one your self can be difficult. 
Mana Regeneration 2 
Luck 140 
Defense Chance Increase 5%","Mana Regeneration 2 
Luck 140 
Defense Chance Increase 5%","hoodedrobebrit.png","hoodedrobebrit.png","5.99","15","30","51","mage, tamer","0",,"0","1",,,"1","0","2018-03-20"
"294","Conjurers Garb","Buy this UO Conjurers Garb to add 5 defense change to your character. Great robe slot item for any spell caster or to get that last 5 DCI.

Weight: 3
Mana Regeneration 2
Defense Chance Increase 5%
Strength Requirement 10","Weight: 3
Mana Regeneration 2
Defense Chance Increase 5%
Strength Requirement 10","conjurersgarb.png","conjurersgarb.png","5.99","15","30","0","mage, tamer","0",,"0","1",,"Acquired by doing the Halloween 2009 Quest.","1","0","2018-03-20"
"295","Conjurers Trinket","With the Ultima Online Conjurers Trinket , you can Get an undead slayer on your talisman slot with this item, along with 10 HCI and 20 Damage, wow! Most people prefer conjurer's trinket over the cameo because it is cheaper and you still get the undead slayer bonus.
This blood stained trinket acts as a cameo and was introduced during a 2008 halloween event. Get this item and more with quick delivery from our team.
Weight: 1
Undead Slayer 
Strength Bonus 1
Hit Point Regeneration 2
Hit Chance Increase 10%
Damage Increase 20%","Weight: 1
Undead Slayer 
Strength Bonus 1
Hit Point Regeneration 2
Hit Chance Increase 10%
Damage Increase 20%","conjurerstrinket.png","conjurerstrinket.png","29.99","15","28","0","melee, archer","0",,"0","1",,"Old event using crystals to summon Harbringer boss.","1","0","2018-03-20"
"296","Slither","The slither is one of the best and useful talismans you can buy in Ultima Online. The 10 hit points and 10 defense chance, are ideal for helping close the gap on any suit. Amazing talisman for any PvPer. One of the top items in the game right now and a must-have.
 
Hit Point Increase 10
2 Hit Point Regeneration 2
Defense Chance Increase 10%","Hit Point Increase 10
2 Hit Point Regeneration 2
Defense Chance Increase 10%","slither.png","slither.png","32.99","15","28","0","mage , melee, ranged","0",,"0","1",,"In Ultima Online, the item called Slither is a rare talisman found in the Stygian Abyss expansion. It can be obtained as a loot drop from the boss Medusa. Medusa resides in the Stygian Abyss dungeon, specifically in the Medusa's Lair area.","1","0","2018-03-22"
"297","Leurocians Mempo of Fortune","An Ultima Online Leurocian's Mempo Of Fortune will complete anyone's desire to reach the highest luck numbers by adding 300 to the total.  Reaching for max luck on your suit? You are going to need this UO Leurocian's Mempo of Fortune. Right now Leurocians Mempo of Fortune is the most expensive luck item in the game because of its rarity and necessity for reaching max luck. Leurocian's Mempo Of Fortune is a Leather Mempo that only dropped during a certain event.  During times when the event is active, chances to obtain more are possible. you. 
Leggings of Bane are yet another item only found in the infamous Doom Dungeon along with many others. You can also get this item at UOKing at a low price with quick delivery at any convient time.

Luck 300
Mana Regeneration 1
Physical Resist: 15%
Fire Resist: 10%
Cold Resist: 10%
Poison Resist: 10%
Energy Resist: 15%
Mage Armor","Luck 300
Mana Regen 1
Physical Resist: 15%
Fire Resist: 10%
Cold Resist: 10%
Poison Resist: 10%
Energy Resist: 15%
Mage Armor","mempo.png","mempo.png","28.99","15","16","34","mage, tamer","0",,"0","1",,NULL,"1","0","2018-03-22"
"298","Mace and Shield Reading Glasses","The mace and shield reading glasses is an magnificent piece of armor used by warriors because of it's 30 percent lower defense attribute which makes a world of difference. This is one of the most desired headpiece items in the game for PvM and PvP Dexers.  This Ultima Online mace and shield reading glasses is used in all of the Sampire suits. Mace and shield reading glasses are a must have for everyone who plays pvp because of the great stats this head item provides when equipped on your paperdoll. 


hit lower defense 30%
strength bonus 10
dexterity bonus 5
physical resist 25%
fire resist 10%
cold resist 10%
poison resist 10%
energy resist 10%
strength requirement 45","hit lower defense 30%
strength bonus 10
dexterity bonus 5
physical resist 25%
fire resist 10%
cold resist 10%
poison resist 10%
energy resist 10%
strength requirement 45","maceshieldglasses.png","maceshieldglasses.png","4.99","15","32","0","melee , ranged","0",,"0","1",,,"1","0","2018-03-22"
"299","The Scholar's Halo","The Scholar's Halo is a highly sought-after artifact that helps with a key property for casters. The most desired mage headpiece in-game right now, an artifact drop from doom. Getting a scholar's halo is UO is what everyone has been trying to do for that 1 faster casting property.  Usually, the only slots that give faster casting are weapon/shield/jewelry slots, but this hat comes with the mod.

Mana Increase 15
Mana Regeneration 2
Faster Casting 1
Spell Damage Increase 15%
Lower Mana Cost 10%
Physical Resist 15%
Fire Resist 15%
Cold Resist 15%
Poison Resist 15%
Energy Resist 15%
Strength Requirement 10","Mana Increase 15
Mana Regeneration 2
Faster Casting 1
Spell Damage Increase 15%
Lower Mana Cost 10%
Physical Resist 15%
Fire Resist 15%
Cold Resist 15%
Poison Resist 15%
Energy Resist 15%
Strength Requirement 10","scholarshalo.png","scholarshalo.png","5.99","15","32","0","mage","0",,"0","1",,"Doom Gauntlet is responsible for this halo drop.","1","0","2018-04-04"
"300","10k Colored Ingots","Have a lot of bods to fill? Buy these UO colored ingots, used for blacksmithing and tinkering. Stock up on colored ingots by ordering 10k of each of these:
Iron
Dull Copper
Shadow
Copper
Bronze
Gold
Agapite
Verite
Valorite
10k Of Each One","Iron
Dull Copper
Shadow
Copper
Bronze
Gold
Agapite
Verite
Valorite
10k Of Each One","coloredingots.png","coloredingots.png","19.99","14","52","0","crafter","0","10kcoloredingots","1","1",,,"7","0","2018-04-16"
"301","Iron Ingots 60K","Iron ingots are the cheapest way to work your tinkering and blacksmithing becauseit requires no skill. It is one of 9 metals. If you are trying to raise your skills or craft some base items you are going to need plenty of iron ingots.","UO Iron Inogts","ironingots.png","ironingots.png","1.49","14","52","0","crafter","0","ingot","60000","0x0000",,,"28","0","2018-04-16"
"302","Lucky Charm","The lucky charm is a unique item rewarded in exchange for trash clean-up points for Ultima Online. This Ultima Online lucky charm is one of a kind due to its luck property and is a must-have charm for anyone trying to max their luck.  Grab a lucky charm to get that extra 150 luck for your luck suit.  

Hit Point Regeneration 1
Stamina Regeneration 1
Mana Regeneration 1
Luck 150","Hit Point Regeneration 1
Stamina Regeneration 1
Mana Regeneration 1
Luck 150","luckycharm.png","luckycharm.png","3.49","28","16","0","tamer","0",,"0","1",,"300,000 Trash Point Turn-in Reward","1","0","2018-05-02"
"303","Jumu's Sacred Hide","This UO Jumu's Sacred Hide is rarely dropped in shadow guard as the final boss loot. The 20% damage increase is great for a Samp suit. Use this amazing back slot item for the extra damage on your warrior.

Poison Eater 15% 
Spell Damage Increase 5%
Faster Cast Recovery 1 
Damage Increase 20%
Fire Resist 5%","Poison Eater 15% 
Spell Damage Increase 5%
Faster Cast Recovery 1 
Damage Increase 20%
Fire Resist 5%","jumas.png","jumas.png","2.99","15","45","6","mage , tamer , melee, ranged","0",,"0","1",,,"1","0","2018-05-02"
"304","Custom Order Fill","The custom order fill is a product meant to help you build an order that was bundled for you. A UO custom order fill was made so you can create a custom order with live chat when necessary.  This is for helping you fill in custom orders total amounts.  Use this and then go to checkout to edit the quantity. This is so you can add to cart the right amount for your ultima online items, so please confirm it with the live chat before ordering.",,"customorderfiller.png","customorderfiller.png","1","1","0","0",,"0",,"0","1",,NULL,"17","0","0000-00-00"
"305","Ranger's Cloak of Augmentation","The Ranger's Cloak is part of a special event drops, this one being the Augmentation one.  If you need an extra 5 Swing Speed on your Dexer, then you can buy it here. Grab a UO Ranger's Cloak of Augmentation and put it in your back slot. This cloak is widely used for the kinetic eater and the 5% swing speed.  These properties only appear on a select few items.  Buy a ranger's cloak if you want to gain an edge on your opponents. Gargoyles are forced to use a Warden's Armor instead of the Ranger's Cloak.

Kinetic Eater 5%
Spell Damage Increase 3%
Lower Mana Cost 1%
Swing Speed Increase 5%","Kinetic Eater 5%
Spell Damage Increase 3%
Lower Mana Cost 1%
Swing Speed Increase 5%","rangerscloak.png","rangerscloak.png","6.99","15","45","0","tamer, mage, melee, ranged","0",,"0","1",,,"1","0","2018-05-02"
"306","Royal Guard LT Sash","The Lieutenant Royal Guard sash is a very good way to boost your mage stats to where they need to be. Get that extra LRC and mana regen by using this sash.  This is the replica version of the sash. An altered version of this item can be purchased in replacement of the sash, the blackthorn doublet. 

Intelligence 5
Mana Regeneration 2
Lower Reagent Cost 10%
Durability 150/150
","Intelligence 5
Mana Regeneration 2
Lower Reagent Cost 10%
Durability 150/150","ltsash.png","ltsash.png","6.99","15","42","0","tamer, mage","0",,"0","1",,"Dropped sometimes from completing the Fire Champion Spawn.  ","1","0","2018-05-02"
"307","190 Luck Imbued Legs","Tell us the other 4 properties in your cart notes.","Imbued
190 Luck","leggings.png","leggings.png","6.99","16","36","0",,"0",,"0","1",,NULL,"1","0","2018-07-19"
"308","190 Luck Imbued Chest","The highest luck you can get in your chest slot right now is a imbued tunic with 190 luck or a armor of fortune with 200."," ","tunic.png","tunic.png","6.99","16","35","0",,"0",,"0","1",,NULL,"1","0","2018-07-19"
"309","190 Luck Imbued Gloves","Looking for the best luck gear in UO? The highest luck you can get in your gloves slot right now is imbued gloves with 190 luck. 

Choose 4 Stats
190 Luck
IMBUED CRAFTED ARMOR","Choose 4 Stats
190 Luck
IMBUED CRAFTED ARMOR","gloves.png","gloves.png","6.99","16","38","0",,"0",,"0","1",,NULL,"1","0","2018-07-19"
"310","190 Luck Imbued Sleeves","Ultima Online's luck arms are a well-crafted item that starts with tailoring, powder of fortification, the forged metal of artifacts and ends with imbuing. The highest luck you can get in your sleeves slot right now is imbued sleeves with 190 luck. We add 4 other properties to this item when it gets imbued!"," 190 Luck","sleeves.png","sleeves.png","6.99","16","40","0",,"0",,"0","1",,NULL,"1","0","2018-07-19"
"311","190 Luck Imbued Weapon","Everyone's luck gear has to include a max luck weapon.  The highest luck you can get in your weapon slot right now is imbued weapon with 190 luck.

Choose 4 Stats
190 Luck
IMBUED CRAFTED ARMOR
255 Durability","Choose 4 Stats
190 Luck
IMBUED CRAFTED ARMOR
255 Durability","weapon.png","weapon.png","7.99","16","22","0",,"0",,"0","1",,NULL,"1","0","2018-07-19"
"312","190 Luck Imbued Shield","The highest luck you can get in your shield slot right now is imbued shield with 190 luck"," 190 Luck","shield.png","shield.png","6.99","16","27","0",,"0",,"0","1",,NULL,"1","0","2018-07-19"
"313","190 Luck Imbued Helm","Top off your luck suit with this max luck helm.  The highest luck you can get in your head slot right now is imbued Helm with 190 luck.

Choose 4 Stats
190 Luck
IMBUED CRAFTED ARMOR","Choose 4 Stats
190 Luck
IMBUED CRAFTED ARMOR","helm.png","helm.png","6.99","16","32","0",,"0",,"0","1",,NULL,"1","0","2018-07-19"
"314","190 Luck Imbued Neck","This imbued luck gorget is made for the neck slot and can be less luck than the artifact Mempo but higher in other stats. An imbued neck piece with 190 luck and 4 other stats can be crafted for you. We try to offer the best luck gear in the game for anyone interested.","Imbued
190 Luck","neck.png","neck.png","6.99","16","34","0",,"0",,"0","1",,NULL,"1","0","2018-07-19"
"315","Etoile And Nova Bleue","This is the highest luck you can get on jewelry. Etoile And Novo Bleue are from the spring cleanup in ultima online 2010.

Luck 400 
Faster Casting 3
Fast Cast Recovery 6
Hit Point Regen 2
Mana Regen 2","Luck 400 
Faster Casting 3
Fast Cast Recovery 6
Hit Point Regen 2
Mana Regen 2","etoile.png","etoile.png","6.99","16","23","0","tamer","0",,"0","1",,NULL,"1","0","2018-07-19"
"316","Epaulette Bearing The Crest Of Blackthorn","This is the highest luck you can get on the robe slot. Epaulette Bearing The Crest Of Blackthorn is very hard to get. Trade the robe in for some epaulettes!

Mana Regeneration 2
Defense Chance Increase 5%
Luck 140","Mana Regeneration 2
Defense Chance Increase 5%
Luck 140","Epaulette.png","Epaulette.png","8.99","30","16","51","tamer","0",,"0","1",,,"1","0","2018-07-19"
"317","Sampire Suit","The suit listed here is for anyone running a Sampire template and needs a capable suit for running through bosses. Looking for a completed high-end UO Sampire suit? Buy our Sampire Suit for your Ultima Online Dexer and be able to tank anything in the game. These are fantastic suits that are usually made better than listed because our delivery time wants to make sure everyone is happy with their purchases.  These suits are great for doing spawns and end boss content. 
<strong> Please allow up to 24 hours for all suit delivery if we are swamped!</strong>
Stats
70/95/70/70/75
3 Mana Regeneration 
5 Hit Point Regeneration 
2 Stamina Regeneration 
32 Mana Increase 
35 Stamina Increase 
23 Hit Point Increase 
49% Lower Mana Cost
100% Damage Increase 
20% Swing Speed Increase (25% With Town Buff)
45% Hit Chance Increase 
20% Defense Chance Increase 
28 Strength Bonus 
9 Intelligence Bonus 
25 Dexterity Bonus 
5% Damage Eater 
15% Poison Eater

Suggested Stats With Suit Equipped 
150 Strength, 150 Dexterity, 15 Intelligence 
147 HP, 186 Stamina, 47 Mana Human (67 Elf Suggested) 

Artifacts Included 
Gloves of Feudal Grip
Corgal's Sash
Ozymandias Obi 
Jumus Sacred Hide 
Mace and Shield Glasses 
Shanty Waders 
Totem of the Tribe 
Shroud of the Condemned","Stats
70/95/70/70/75
3 Mana Regeneration 
5 Hit Point Regeneration 
2 Stamina Regeneration 
32 Mana Increase 
35 Stamina Increase 
23 Hit Point Increase 
49% Lower Mana Cost
100% Damage Increase 
20% Swing Speed Increase (25% With Town Buff)
45% Hit Chance Increase 
20% Defense Chance Increase 
28 Strength Bonus 
9 Intelligence Bonus 
25 Dexterity Bonus 
5% Damage Eater 
15% Poison Eater","nicesampsuit.png","nicesampsuit.png","44.99","7","0","0","melee, ranged","0",,"0","1",,,"2","0","2018-02-26"
